0,1
766930,[]
1009692,"['sap netweaver', 'sap erp', 'sap netweaver', 'sap netweaver', 'sap business warehouse', 'sap hcm', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap netweaver', 'sap ariba', 'sap netweaver', 'sap netweaver', 'sap netweaver']"
1355591,['sap hana']
1987023,"['sap hybris', 'sap hybris']"
624623,[]
1179797,['sap cloud platform']
1099131,['sap fiori']
1626176,['sap fiori']
1907789,['sap hana']
2032238,['sap netweaver']
2190476,"['sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform']"
1344329,['sap business warehouse']
2047973,"['sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana']"
219431,['sap erp']
1554510,['sap hana cloud platform']
2583401,"['sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap gateway']"
2312499,['sap cloud platform']
990573,['sap ariba']
575916,"['sap netweaver', 'sap netweaver']"
482130,['sap hana cloud platform']
1741690,[]
2396536,"['sap cloud platform integration', 'sap hana cloud', 'sap hana', 'sap netweaver', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana', 'sap hana cloud', 'sap hana', 'sap hana', 'sap netweaver', 'sap hana', 'sap hana', 'sap netweaver', 'sap hana', 'sap erp', 'sap erp', 'sap erp', 'sap erp', 'sap fiori', 'sap fiori']"
994936,"['sap erp', 'sap erp']"
1997743,"['sap hybris', 'sap cloud platform', 'sap hybris']"
1880474,"['sap hana', 'sap hana']"
1471006,[]
1896684,"['sap sybase iq', 'sap hana']"
1938792,"['sap cloud platform', 'sap cloud platform', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud platform', 'sap cloud foundry', 'sap cloud platform']"
1876663,['sap hana']
477404,"['sap fiori', 'sap fiori']"
2178863,"['sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana cloud platform', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry']"
1554780,['sap hana cloud platform']
695968,"['sap cloud foundry', 'sap cloud platform', 'sap cloud foundry', 'sap cloud foundry', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap hana', 'sap cloud foundry', 'sap cloud platform', 'sap hana', 'sap cloud foundry', 'sap cloud foundry', 'sap ariba', 'sap ariba']"
169451,"['sap netweaver', 'sap business warehouse', 'sap business warehouse']"
169294,"['sap business warehouse', 'sap netweaver', 'sap business warehouse', 'sap hana', 'sap business warehouse', 'sap hana', 'sap hana', 'sap netweaver', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana']"
790244,"['sap hana', 'sap hana', 'sap hana', 'sap hana']"
1639461,[]
1179134,"['sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud platform', 'sap hana cloud platform', 'sap cloud platform']"
2220758,[]
1978430,[]
1065072,"['sap business bydesign', 'sap business bydesign', 'sap business bydesign', 'sap business bydesign']"
1880622,"['sap cloud platform', 'sap hana', 'sap hana', 'sap cloud connector', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap cloud connector', 'sap hana', 'sap hana', 'sap hana', 'sap cloud connector', 'sap hana', 'sap hana', 'sap cloud connector', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud platform', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap cloud foundry', 'sap hana', 'sap gateway', 'sap hana', 'sap cloud foundry', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap gateway', 'sap hana', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana', 'sap hana', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori']"
1420223,['sap erp']
2263991,['sap hana']
1914669,"['sap hana', 'sap hana', 'sap hana']"
2079705,[]
480893,"['sap hana', 'sap hana']"
1880423,['sap hana']
1527713,['sap cloud foundry']
766837,[]
2493551,"['sap hana cloud platform', 'sap hana cloud platform', 'sap hana', 'sap hana', 'sap hana', 'sap fiori']"
2308426,[]
2137927,"['sap hana', 'sap hana']"
1251359,"['sap netweaver', 'sap netweaver']"
1925596,['sap hcm']
411604,['sap hcm']
1252853,"['sap sybase iq', 'sap sybase iq', 'sap sybase iq', 'sap sybase iq', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap ariba', 'sap hybris', 'sap hybris']"
2331120,"['sap fiori', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap netweaver', 'sap cloud platform', 'sap caf', 'sap cloud platform', 'sap caf']"
1415207,['sap fiori']
1948482,"['sap business warehouse', 'sap business warehouse', 'sap hana']"
1477711,['sap erp']
1967225,[]
698012,"['sap netweaver', 'sap hana cloud']"
2006130,"['sap hybris', 'sap cloud foundry']"
1343891,['sap business objects']
720932,"['sap business warehouse', 'sap business warehouse']"
2392890,"['sap cloud platform integration', 'sap cloud platform integration', 'sap cloud platform integration', 'sap cloud platform integration', 'sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana', 'sap netweaver', 'sap hana', 'sap hana', 'sap hana', 'sap netweaver', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana cloud', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap netweaver', 'sap hana', 'sap erp', 'sap erp', 'sap erp', 'sap erp', 'sap erp', 'sap fiori']"
979533,['sap ariba']
477816,"['sap fiori', 'sap fiori', 'sap fiori', 'sap hana']"
2579330,['sap hana']
1853919,"['sap hana cloud platform', 'sap hana cloud platform', 'sap hana cloud platform', 'sap hana cloud platform', 'sap hana cloud platform']"
318765,['sap hana']
1850959,"['sap hana', 'sap hana', 'sap fiori', 'sap fiori', 'sap business suite', 'sap hana', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap hana', 'sap hana', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori']"
2478022,['sap ariba']
464314,['sap cloud platform']
1905787,['sap hana']
1879495,['sap hana']
870121,['sap hana']
2455612,"['sap cloud connector', 'sap asset manager', 'sap asset manager', 'sap asset manager']"
2341192,['sap netweaver']
2034137,[]
1662771,"['sap hana', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana cloud', 'sap fiori']"
2045926,[]
1920997,"['sap business warehouse', 'sap business warehouse', 'sap business warehouse', 'sap business warehouse']"
1435877,[]
476772,"['sap netweaver', 'sap fiori', 'sap hana']"
477328,"['sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap hana']"
1682958,['sap gateway']
1306130,['sap gateway']
1394118,['sap hana']
2092818,['sap hana']
1204986,"['sap hybris', 'sap fiori']"
592064,[]
2117145,[]
1355565,"['sap fieldglass', 'sap fieldglass']"
1933963,"['sap hana cloud platform', 'sap cloud platform']"
2085477,"['sap hana cloud platform', 'sap cloud platform']"
959418,"['sap cloud connector', 'sap cloud platform integration', 'sap cloud platform integration']"
276749,['sap hana']
1424324,"['sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana']"
1267016,"['sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap hana', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry']"
307999,"['sap business objects', 'sap business objects']"
1699867,['sap fiori']
673035,[]
2578950,[]
1564044,['sap fiori']
1583999,[]
2279489,['sap lumira']
306792,"['sap business warehouse', 'sap business warehouse']"
1434613,['sap sybase iq']
