0,1
2031651,"['sap netweaver', 'sap netweaver']"
1291311,['sap ariba']
1344063,"['sap hana', 'sap hana', 'sap hana', 'sap lumira', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap lumira', 'sap lumira']"
1087849,"['sap hana', 'sap hana']"
477529,"['sap fiori', 'sap fiori']"
2242862,['sap hana']
2160089,[]
207967,"['sap hana', 'sap fiori', 'sap hana', 'sap fiori', 'sap hana', 'sap erp', 'sap hana', 'sap hana', 'sap hana', 'sap erp', 'sap hana', 'sap hana', 'sap fiori', 'sap hana', 'sap erp', 'sap cloud platform', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap fiori']"
2428237,['sap hana']
1560355,['sap erp']
627937,[]
397221,['sap fieldglass']
167184,"['sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry']"
1604024,"['sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap car', 'sap car', 'sap car', 'sap car', 'sap hana', 'sap hana', 'sap hana', 'sap hana', 'sap hana']"
1555408,[]
2397895,[]
1900998,[]
1684646,"['sap netweaver', 'sap hana', 'sap hcm', 'sap cloud platform', 'sap netweaver', 'sap hana', 'sap hcm', 'sap cloud platform', 'sap netweaver', 'sap hana', 'sap hcm', 'sap cloud platform']"
1560910,[]
1915524,"['sap hana', 'sap hana', 'sap hana']"
1386568,[]
680481,['sap hana cloud platform']
1081827,['sap erp']
707965,"['sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap hana', 'sap hana', 'sap hana', 'sap cloud foundry', 'sap hana', 'sap cloud foundry', 'sap hana']"
1034641,[]
242850,"['sap mobile platform', 'sap cloud platform', 'sap cloud platform', 'sap icm', 'sap icm', 'sap icm', 'sap icm', 'sap icm', 'sap icm', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap cloud platform', 'sap icm', 'sap icm', 'sap icm', 'sap icm', 'sap icm', 'sap cloud platform', 'sap cloud platform', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap business objects', 'sap netweaver']"
1891507,"['sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana', 'sap hana', 'sap hana cloud', 'sap hana', 'sap hana', 'sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana cloud', 'sap hana', 'sap cloud foundry']"
2577700,"['sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud foundry', 'sap cloud platform', 'sap cloud foundry', 'sap hana cloud platform']"
2155255,"['sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori', 'sap fiori']"
640074,[]
2034054,['sap netweaver']
